forcel,forcer
6.883026,752.48114
6.18694,753.80719
5.529076,755.110046
4.908422,756.389404
4.323961,757.644714
3.774622,758.875305
3.25933,760.080444
2.776891,761.259888
2.326173,762.412903
1.906161,763.539368
1.515783,764.638672
1.154023,765.710327
0.819867,766.753906
0.512184,767.768799
0.229898,768.754639
0,769.710999
0,770.637817
0,771.534546
0,772.401001
0,773.236572
0,774.041077
0,774.814209
0,775.555481
0,776.264893
0,776.942383
0,777.587708
0,778.200378
0,778.780212
0,779.327148
0,779.841125
0,780.322083
0,780.769897
0,781.184692
0,781.566162
0,781.914246
0,782.229004
0,782.510437
0,782.758789
0,782.974121
0,783.156677
0,783.306213
0,783.423035
0,783.507324
0,783.559387
0,783.579407
0,783.567871
0,783.524902
0,783.450806
0,783.345703
0,783.210205
0,783.044556
0,782.849487
0,782.625244
0,782.372375
0.087928,782.091187
0.188953,781.782166
0.289736,781.445801
0.390041,781.082764
0.489687,780.693665
0.588555,780.279053
0.686528,779.839355
0.783484,779.375305
0.879246,778.887146
0.973634,778.37561
1.06653,777.841492
1.157873,777.285339
1.247546,776.707947
1.335487,776.109985
1.421638,775.492004
1.505939,774.85437
1.588271,774.19812
1.668574,773.523865
1.746789,772.832458
1.822916,772.124512
1.896954,771.400818
1.968904,770.661865
2.038707,769.908386
2.106302,769.140991
2.17163,768.360596
2.234752,767.567993
2.295666,766.763794
2.354433,765.948669
2.411113,765.123169
2.465645,764.288086
2.518029,763.443909
2.568267,762.591431
2.616358,761.731445
2.66242,760.864502
2.706515,759.99115
2.748702,759.111877
2.78898,758.227051
2.827349,757.337646
2.86381,756.444153
2.898423,755.546997
2.931306,754.646729
2.96252,753.743958
2.992124,752.838867
3.020117,751.931946
3.046501,751.023682
3.071335,750.114746
3.094677,749.205444
3.11659,748.296326
3.13719,747.387573
3.156478,746.479614
3.174455,745.572876
3.191181,744.667725
3.206654,743.764587
3.220935,742.864014
3.234143,741.96637
3.246337,741.071899
3.257577,740.180969
3.267864,739.294067
3.277196,738.411499
3.285575,737.533813
3.29306,736.661377
3.299769,735.794617
3.305823,734.933899
3.311222,734.07959
3.315964,733.231995
3.320051,732.391663
3.323482,731.55896
3.326317,730.734497
3.328675,729.918579
3.330615,729.111633
3.332138,728.314087
3.333244,727.526367
3.333933,726.748901
3.334204,725.982178
3.334117,725.226868
3.333733,724.483337
3.33311,723.752014
3.332308,723.033264
3.331327,722.327454
3.330168,721.635132
3.328829,720.956848
3.327372,720.292847
3.325855,719.643921
3.324337,719.010071
3.32282,718.391846
3.321304,717.78949
3.319727,717.203491
3.318091,716.634338
3.316515,716.082397
3.315058,715.548035
3.313721,715.031433
3.312503,714.532959
3.311344,714.052856
3.310245,713.591492
3.309206,713.148987
3.308227,712.725891
3.307366,712.322388
3.306685,711.93866
3.306124,711.574646
3.305622,711.230774
3.30518,710.907349
3.304798,710.60437
3.304534,710.322083
3.30445,710.060791
3.304545,709.820374
3.304759,709.60083
3.305093,709.402344
3.305486,709.225037
3.305939,709.069092
3.306452,708.934509
3.307084,708.821289
3.307836,708.729431
3.308647,708.658936
3.309458,708.60968
3.31021,708.581726
3.310903,708.575012
3.311595,708.589722
3.312287,708.62561
3.31298,708.682373
3.313613,708.759949
3.314127,708.858215
3.314522,708.976929
3.314797,709.116211
3.315013,709.275879
3.31517,709.455688
3.315267,709.655457
3.315305,709.874756
3.315223,710.113464
3.315022,710.371521
3.314702,710.648804
3.314323,710.945129
3.313884,711.260193
3.313385,711.593689
3.312768,711.945374
3.312031,712.31488
3.311116,712.702087
3.310022,713.106934
3.308809,713.529175
3.307477,713.968384
3.306086,714.424255
3.304575,714.89624
3.302886,715.384338
3.301018,715.888062
3.298972,716.407288
3.296806,716.941528
3.294522,717.490662
3.292119,718.054199
3.289536,718.631531
3.286716,719.222412
3.283657,719.826477
3.28036,720.443604
3.276884,721.073303
3.27323,721.71521
3.269396,722.368896
3.265384,723.033813
3.261134,723.709839
3.256644,724.396362
3.251917,725.093323
3.247011,725.80011
3.241926,726.516418
3.236722,727.241577
3.231339,727.975525
3.225778,728.71759
3.220038,729.467651
3.214178,730.22522
3.208259,730.990051
3.20234,731.761658
3.196421,732.539551
3.190503,733.323364
3.184584,734.112671
3.178666,734.907288
3.172807,735.70697
3.167068,736.511169
3.161507,737.319519
3.156126,738.131714
3.150923,738.947205
3.145899,739.76593
3.141054,740.587341
3.136388,741.411377
3.131901,742.237488
3.127652,743.06543
3.123642,743.894653
3.11987,744.724915
3.116277,745.555786
3.112862,746.386963
3.109627,747.218323
3.10657,748.049255
3.103692,748.879456
3.100993,749.708496
3.098472,750.535828
3.096071,751.361328
3.093729,752.184631
3.091448,753.00531
3.089225,753.82312
3.087062,754.637451
3.08496,755.448059
3.082916,756.254395
3.080873,757.05603
3.078829,757.852722
3.076786,758.644165
3.074802,759.429932
3.072937,760.209534
3.071192,760.982605
3.069505,761.748779
3.067819,762.50769
3.066133,763.259216
3.064447,764.002747
3.062821,764.738159
3.061314,765.464905
3.059867,766.182678
3.058479,766.890991
3.057091,767.589844
3.055703,768.278809
3.054315,768.957703
3.052986,769.626282
3.051777,770.28418
3.050687,770.931213
3.049716,771.567078
3.048805,772.191772
3.047953,772.804993
3.04722,773.406921
3.046666,773.997131
3.046291,774.575623
3.046094,775.142029
3.046076,775.696533
3.046178,776.239014
3.046398,776.769531
3.046737,777.288025
3.047255,777.794617
3.047952,778.289368
3.048827,778.772095
3.049881,779.242981
3.051054,779.701965
3.052287,780.149414
3.053639,780.585327
3.055109,781.009766
3.056759,781.423035
3.058587,781.824951
3.060594,782.215759
3.062779,782.595581
3.065084,782.964844
3.067567,783.323669
3.070228,783.672119
3.073129,784.010376
3.076267,784.338562
3.079585,784.656921
3.083081,784.965454
3.086756,785.264404
3.090669,785.553955
3.09482,785.834412
3.09927,786.105713
3.103958,786.367981
3.108884,786.621277
3.11399,786.865845
3.119333,787.101807
3.124915,787.329407
3.130795,787.548584
3.136973,787.759521
3.143389,787.962341
3.150044,788.15686
3.156878,788.343323
3.163949,788.521973
3.171259,788.692871
3.178868,788.856079
3.186774,789.011475
3.194978,789.159119
3.203421,789.299011
3.212043,789.431335
3.220843,789.556091
3.229882,789.673401
3.239159,789.783325
3.248734,789.88562
3.258548,789.980347
3.268541,790.067322
3.278652,790.146851
3.288883,790.218811
3.299293,790.283325
3.309881,790.34021
3.320707,790.389465
3.331713,790.431091
3.342838,790.465027
3.354022,790.491333
3.365206,790.510193
3.376451,790.521606
3.387754,790.525452
3.399117,790.521729
3.410539,790.510498
3.421902,790.49176
3.433146,790.465576
3.44427,790.43219
3.455275,790.391724
3.46616,790.344177
3.476926,790.289612
3.487573,790.227844
3.498041,790.159363
3.508271,790.084045
3.518262,790.002441
3.528014,789.91449
3.537528,789.820435
3.546803,789.720398
3.55584,789.614502
3.564579,789.50293
3.572959,789.385925
3.580983,789.263977
3.588648,789.137268
3.595956,789.006042
3.602846,788.870422
3.60932,788.730835
3.615316,788.587402
3.620776,788.440613
3.62564,788.290833
3.629908,788.138428
3.633579,787.983582
3.636595,787.82666
3.638955,787.667969
3.640541,787.507996
3.641291,787.347046
3.641208,787.185547
3.64029,787.023865
3.638477,786.862244
3.635711,786.701111
3.631932,786.540833
3.62702,786.381531
3.620916,786.223816
3.61356,786.068054
3.604953,785.91449
3.595033,785.763367
3.583744,785.614929
3.570963,785.46936
3.556573,785.327087
3.540515,785.188477
3.522727,785.053711
3.503152,784.923035
3.481788,784.796692
3.458577,784.674866
3.433399,784.557617
3.406134,784.445435
3.376664,784.33844
3.34487,784.236877
3.31075,784.140869
3.274247,784.050598
3.2353,783.966064
3.19379,783.887268
3.149597,783.814514
3.102544,783.747925
3.05257,783.687622
2.999616,783.633545
2.943622,783.585754
2.884469,783.544189
2.822038,783.508728
2.75621,783.479553
2.686865,783.456482
2.613884,783.439575
2.537208,783.428833
2.456778,783.423889
2.372532,783.424683
2.284353,783.430969
2.192181,783.442749
2.095897,783.459717
1.99544,783.481934
1.890812,783.50885
1.782012,783.540588
1.66898,783.576599
1.551656,783.616699
1.429983,783.660583
1.303899,783.708252
1.173464,783.759216
1.038679,783.813293
0.899603,783.870056
0.756295,783.92926
0.608756,783.990479
0.457046,784.053467
0.301224,784.117798
0.141408,784.183289
0,784.249512
0,784.316162
0,784.382751
0,784.448853
0,784.514099
0,784.578186
0,784.640747
0,784.701233
0,784.759155
0,784.81427
0,784.865967
0,784.913818
0,784.957581
0,784.996765
0,785.030884
0,785.059387
0,785.081848
0,785.097717
0,785.106567
0,785.108154
0,785.101929
0,785.087402
0,785.064087
0,785.031433
0,784.988892
0,784.936096
0,784.87262
0,784.797974
0,784.711731
0,784.613281
0,784.502075
0,784.377563
0,784.23938
0,784.086975
0,783.919983
0,783.737732
0,783.539734
0,783.3255
0,783.09436
0,782.845825
0,782.579346
0,782.294617
0,781.990967
0,781.667847
0,781.324524
0,780.960571
0,780.575439
0,780.168518
0,779.739319
0,779.287415
0,778.812012
0,778.312561
0,777.788452
0,777.239258
0,776.664368
0,776.063293
0,775.435303
0,774.779846
0.543494,774.096375
1.321262,773.384277
2.156849,772.642883
3.052279,771.871643
4.0097,771.070068
5.031198,770.237427
6.118856,769.373108
7.274704,768.476257
8.500707,767.546448
9.798889,766.582886
11.171222,765.585144
12.619726,764.552368
14.146373,763.484009
15.753069,762.379272
17.441599,761.237427
19.213633,760.057739
21.070841,758.839661
23.014828,757.58252
25.047146,756.285522
27.169287,754.948059
29.382557,753.569397
31.68815,752.148743
34.087078,750.685486
36.580296,749.178833
39.168636,747.628296
41.852932,746.033142
44.633953,744.392761
47.512306,742.706299
50.488335,740.973083
53.562283,739.192444
56.734211,737.364014
60.004112,735.487
63.371868,733.560913
66.837173,731.585205
70.399612,729.559265
74.05851,727.482483
77.813011,725.354309
81.662201,723.174561
85.605034,720.942688
89.640404,718.658325
93.767082,716.321106
97.983696,713.930542
102.288727,711.486389
106.680542,708.988403
111.157433,706.436401
115.717636,703.830261
120.35936,701.169739
125.080772,698.454895
129.879959,695.685486
134.754929,692.861572
139.703674,689.983276
144.724121,687.050659
149.814163,684.064026
154.97168,681.023376
160.194565,677.929077
165.480698,674.781311
170.827866,671.580566
176.233856,668.327026
181.696472,665.021362
187.213486,661.664063
192.782654,658.25592
198.401825,654.797119
204.068665,651.288513
209.780869,647.730591
215.536118,644.124268
221.332001,640.470215
227.166153,636.76947
233.036224,633.022644
238.939774,629.230835
244.87439,625.394836
250.837494,621.51532
256.826508,617.593628
262.838898,613.630676
268.871918,609.627686
274.922974,605.585693
280.989471,601.505676
287.068573,597.388733
293.15741,593.235962
299.253174,589.048401
305.352844,584.827515
311.453552,580.574463
317.55249,576.290283
323.646667,571.976318
329.733276,567.633728
335.809265,563.263611
341.871674,558.867065
347.917572,554.445618
353.944031,550.000244
359.948273,545.532166
365.927399,541.04248
371.878632,536.532288
377.799164,532.002686
383.686066,527.45459
389.536682,522.889282
395.348236,518.307556
401.118164,513.710693
406.843811,509.099304
412.522827,504.474518
418.152618,499.836914
423.730835,495.187408
429.255005,490.526825
434.7229,485.855896
440.132385,481.175446
445.481415,476.486084
450.767944,471.788391
455.990051,467.083038
461.145813,462.370544
466.233551,457.65152
471.251465,452.926514
476.19812,448.196106
481.072113,443.460785
485.872101,438.720947
490.596863,433.977051
495.245209,429.229553
499.815979,424.478943
504.30838,419.725616
508.721497,414.970001
513.054749,410.212524
517.307495,405.453461
521.479309,400.693237
525.569824,395.932373
529.578674,391.171234
533.505798,386.410187
537.351135,381.64978
541.114868,376.89032
544.797363,372.132233
548.398743,367.375916
551.919495,362.621857
555.360107,357.870544
558.721252,353.122528
562.003601,348.378174
565.20813,343.638031
568.335754,338.902527
571.38739,334.172241
574.364258,329.447723
577.267456,324.729584
580.098206,320.018433
582.858093,315.31485
585.548523,310.619415
588.170776,305.932739
590.726746,301.255463
593.217651,296.588287
595.645264,291.932007
598.011353,287.287323
600.317749,282.655029
602.566284,278.035858
604.75885,273.430573
606.897217,268.839874
608.983276,264.26474
611.019043,259.705963
613.006409,255.164597
614.947388,250.641464
616.844116,246.137451
618.698547,241.653412
620.512756,237.190262
622.288696,232.748978
624.02832,228.330551
625.733704,223.935974
627.40686,219.566208
629.049988,215.222122
630.664856,210.904724
632.253662,206.614899
633.818176,202.353714
635.360229,198.122101
636.882019,193.921051
638.385254,189.75148
639.871887,185.614288
641.343811,181.510391
642.802612,177.440659
644.25,173.406097
645.687805,169.407562
647.117493,165.445999
648.540894,161.522186
649.959473,157.636902
651.374756,153.79097
652.788208,149.985214
654.200928,146.220398
655.614502,142.497314
657.029907,138.816635
658.448547,135.179016
659.871582,131.585037
661.299988,128.035294
662.734863,124.530357
664.176941,121.070808
665.627319,117.657204
667.086609,114.290024
668.555847,110.969658
670.035645,107.696449
671.526794,104.470726
673.029663,101.292793
674.544983,98.163002
676.072998,95.081673
677.614258,92.049019
679.169128,89.065193
680.737976,86.130272
682.321167,83.244324
683.918762,80.407471
685.530945,77.619827
687.157898,74.88147
688.799744,72.192398
690.456482,69.552567
692.128113,66.961861
693.814697,64.420158
695.51593,61.92738
697.23175,59.483475
698.961914,57.088345
700.706299,54.741817
702.464539,52.443687
704.236389,50.193699
706.021484,47.991631
707.819275,45.837288
709.629395,43.730495
711.451111,41.671028
713.283936,39.658615
715.127319,37.692917
716.980652,35.773602
718.843079,33.90036
720.713867,32.072929
722.592285,30.291063
724.477356,28.554512
726.368103,26.862972
728.263611,25.216093
730.163147,23.613483
732.06543,22.054804
733.969421,20.539736
735.873962,19.067999
737.777832,17.639311
739.679749,16.253342
741.578369,14.90972
743.472595,13.608042
745.360779,12.347935
747.24176,11.129068
749.113953,9.951148
750.976013,8.813856
752.826355,7.716836
754.663818,6.65967
756.486694,5.641924
758.293762,4.663166
760.083313,3.722976
761.853943,2.820938
763.604248,1.956588
765.332703,1.129373
767.037903,0.338667
768.718506,0
770.372986,0
772,0
773.597961,0
775.165466,0
776.701355,0
778.204285,0
779.672913,0
781.106079,0
782.502502,0
783.860901,0
785.180176,0
786.45929,0
787.697266,0
788.893188,0
790.045959,0
791.154846,0
792.218872,0
793.237366,0
794.209717,0
795.135132,0
796.013184,0
796.843323,0
797.625,0
798.357849,0
799.041565,0
799.675842,0
800.260498,0
800.795532,0
801.280701,0
801.716125,0
802.101685,0
802.437439,0
802.723694,0
802.960571,0
803.148376,0
803.287476,0
803.378296,0
803.420959,0
803.416077,0
803.364197,0
803.265991,0
803.121948,0
802.932861,0
802.699341,0
802.421997,0
802.101807,0
801.739258,0
801.335632,0
800.891785,0
800.408386,0
799.886658,0
799.327393,0
798.731628,0
798.100525,0
797.435059,0
796.73645,0
796.005737,0
795.243958,0
794.452332,0
793.631836,0
792.78363,0
791.909058,0
791.009277,0
790.085449,0
789.138489,0
788.169739,0
787.180298,0
786.171265,0
785.144043,0
784.099548,0
783.039001,0
781.96344,0
780.87384,0
779.771362,0
778.657104,0
777.532043,0
776.397461,0
775.254089,0
774.103088,0
772.945251,0
771.781555,0
770.613037,0
769.440735,0
768.265503,0
767.088318,0
765.909912,0
764.731262,0
763.553101,0
762.376526,0
761.202271,0
760.031189,0
758.864197,0
757.701965,0
756.545349,0
755.395081,0
754.252014,0
753.117004,0
751.990845,0
750.87439,0
749.768188,0
748.673096,0
747.589905,0
746.51947,0
745.462402,0
744.419495,0
743.391541,0
742.37915,0
741.383057,0
740.403809,0
739.4422,0
738.498901,0
737.574585,0
736.669739,0
735.784973,0
734.920837,0
734.077881,0
733.256714,0
732.457947,0
731.681946,0
730.929016,0
730.199646,0
729.494263,0
728.81311,0
728.156738,0
727.525269,0
726.919189,0
726.338562,0
725.78363,0
725.254517,0
724.751587,0
724.27478,0
723.82428,0
723.400146,0
723.002563,0
722.631165,0
722.286194,0
721.967407,0
721.674927,0
721.40863,0
721.168457,0
720.954102,0
720.765442,0
720.602295,0
720.464478,0
720.351685,0
720.263916,0
720.200684,0
720.161865,0
720.147095,0
720.156128,0
720.188538,0
720.244141,0
720.322754,0
720.423889,0
720.547058,0
720.6922,0
720.858582,0
721.046082,0
721.254272,0
721.482849,0
721.731323,0
721.999329,0
722.286377,0
722.592224,0
722.916443,0
723.258423,0
723.618164,0
723.994995,0
724.388428,0
724.798218,0
725.223694,0
725.664551,0
726.120483,0
726.590942,0
727.0755,0
727.573853,0
728.085388,0
728.60968,0
729.146423,0
729.695068,0
730.25531,0
730.82666,0
731.40863,0
732.00061,0
732.602234,0
733.213135,0
733.832764,0
734.460693,0
735.096558,0
735.739624,0
736.389587,0
737.045837,0
737.707947,0
738.375366,0
739.047852,0
739.724609,0
740.405212,0
741.089172,0
741.775879,0
742.464783,0
743.15564,0
743.847839,0
744.540833,0
745.23407,0
745.927185,0
746.619446,0
747.310486,0
747.999939,0
748.687256,0
749.372009,0
750.053528,0
750.731445,0
751.405334,0
752.074768,0
752.73938,0
753.398804,0
754.05249,0
754.700073,0
755.341248,0
755.975525,0
756.602661,0
757.222351,0
757.834229,0
758.437927,0
759.033325,0
759.619873,0
760.19751,0
760.765808,0
761.324768,0
761.874207,0
762.413696,0
762.943237,0
763.462463,0
763.971313,0
764.469604,0
764.957336,0
765.434509,0
765.900879,0
766.356384,0
766.800964,0
767.234497,0
767.657043,0
768.068665,0
768.46936,0
768.859009,0
769.237671,0
769.605408,0
769.962341,0
770.30835,0
770.643616,0
770.968323,0
771.282654,0
771.586426,0
771.880066,0
772.163574,0
772.437195,0
772.701233,0
772.955627,0
773.200806,0
773.436768,0
773.663818,0
773.882202,0
774.092041,0
774.293762,0
774.487549,0
774.673523,0
774.852112,0
775.023376,0
775.187683,0
775.345276,0
775.49646,0
775.641663,0
775.780884,0
775.914551,0
776.04303,0
776.166565,0
776.2854,0
776.400085,0
776.510864,0
776.617981,0
776.721802,0
776.822632,0
776.920715,0
777.016663,0
777.110596,0
777.203003,0
777.294006,0
777.384155,0
777.473633,0
777.562744,0
777.651978,0
777.74176,0
777.832214,0
777.923889,0
778.016968,0
778.111755,0
778.208557,0
778.3078,0
778.409851,0
778.514893,0
778.623352,0
778.735535,0
778.85144,0
778.971619,0
779.096313,0
779.225708,0
779.360107,0
779.499756,0
779.644836,0
779.795349,0
779.95166,0
780.113953,0
780.282349,0
780.456909,0
780.637817,0
780.825256,0
781.019043,0
781.21936,0
781.42627,0
781.639771,0
781.859924,0
782.086609,0
782.319763,0
782.559387,0
782.80542,0
783.057678,0
783.316101,0
783.580566,0
783.850891,0
784.126953,0
784.408508,0
784.695313,0
784.987244,0
785.284119,0
785.585693,0
785.891602,0
786.201782,0
786.515869,0
786.833557,0
787.154785,0
787.479187,0
787.806396,0
788.13623,0
788.468262,0
788.802307,0
789.138062,0
789.475098,0
789.813293,0
790.152222,0
790.491577,0
790.830994,0
791.170166,0
791.508728,0
791.846558,0
792.183105,0
792.518188,0
792.851501,0
793.182495,0
793.510986,0
793.836609,0
794.159058,0
794.478149,0
794.793457,0
795.104675,0
795.411438,0
795.713501,0
796.010559,0
796.302307,0
796.588623,0
796.869141,0
797.143555,0
797.41156,0
797.673035,0
797.927612,0
798.175293,0
798.415771,0
798.648987,0
798.874634,0
799.09259,0
799.302612,0
799.504761,0
799.698792,0
799.884766,0
800.0625,0
800.231873,0
800.392883,0
800.54541,0
800.689514,0
800.825256,0
800.952454,0
801.071228,0
801.18158,0
801.283386,0
801.376709,0
801.461731,0
801.538452,0
801.606873,0
801.667175,0
801.719299,0
801.763367,0
801.799377,0
801.827576,0
801.848145,0
801.860962,0
801.866272,0
801.864136,0
801.854553,0
801.83783,0
801.814026,0
801.783325,0
801.745789,0
801.701477,0
801.650757,0
801.593384,0
801.529663,0
801.4599,0
801.384094,0
801.30249,0
801.215088,0
801.12207,0
801.02356,0
800.919739,0
800.810608,0
800.696533,0
800.577454,0
800.453674,0
800.325134,0
800.191956,0
800.054321,0
799.912231,0
799.765808,0
799.615234,0
799.460449,0
799.301392,0
799.138184,0
798.970825,0
798.799377,0
798.623962,0
798.444458,0
798.260742,0
798.072876,0
797.880676,0
797.684082,0
797.483154,0
797.277527,0
797.067261,0
796.852173,0
796.632019,0
796.406555,0
796.17572,0
795.939331,0
795.696899,0
795.448547,0
795.193848,0
794.932373,0
794.663818,0
794.387939,0
794.104309,0
793.812744,0
793.512756,0
793.203857,0
792.885559,0
792.557434,0
792.218933,0
791.869812,0
791.509277,0
791.137024,0
790.752258,0
790.354431,0
789.942871,0
789.516968,0
789.07605,0
788.619446,0
788.146545,0
787.656494,0.025281
787.14856,1.147073
786.621948,2.329154
786.075867,3.572938
785.509521,4.879767
784.92218,6.250906
784.312988,7.687576
783.68103,9.190983
783.025513,10.76232
782.345337,12.402717
781.639709,14.113214
780.907715,15.894768
780.148499,17.748241
779.361084,19.674448
778.544495,21.674212
777.697693,23.748316
776.819641,25.897463
775.909363,28.122244
774.965881,30.423109
773.98822,32.800404
772.975159,35.254436
771.925903,37.785461
770.839172,40.393711
769.713928,43.079323
768.549011,45.842323
767.343506,48.682644
766.096313,51.600128
764.806152,54.594582
763.472168,57.665791
762.093018,60.81353
760.667664,64.037521
759.194946,67.337448
757.673706,70.712868
756.103027,74.163361
754.481506,77.688469
752.80835,81.28775
751.082092,84.960846
749.301758,88.707359
747.466309,92.526894
745.574707,96.419014
743.625732,100.383247
741.61853,104.419136
739.551941,108.526253
737.424744,112.704216
735.236145,116.952652
732.984985,121.271126
730.670532,125.659134
728.291626,130.116135
725.847351,134.641541
723.336792,139.234818
720.759033,143.89537
718.113159,148.62265
715.398376,153.41597
712.613831,158.274551
709.759033,163.19751
706.832886,168.183945
703.834717,173.23288
700.763916,178.343338
697.619751,183.514267
694.401611,188.744492
691.109131,194.032715
687.741821,199.377457
684.29895,204.777267
680.78009,210.23053
677.184875,215.735611
673.512878,221.290787
669.763916,226.89415
665.937622,232.543655
662.033875,238.237122
658.052551,243.972275
653.993347,249.746841
649.856201,255.558395
645.641113,261.404541
641.348145,267.282654
636.977478,273.190063
632.529236,279.123962
628.00354,285.081543
623.400696,291.059998
618.720947,297.056549
613.964722,303.068207
609.132446,309.092102
604.224548,315.125153
599.241943,321.164276
594.184937,327.20639
589.054321,333.248505
583.850769,339.287659
578.575256,345.320862
573.228516,351.345001
567.811646,357.357147
562.325745,363.354065
556.771851,369.332886
551.151184,375.290588
545.464905,381.224365
539.714478,387.131378
533.901184,393.008789
528.026733,398.853607
522.092651,404.663116
516.100525,410.43457
510.052063,416.165375
503.949188,421.853088
497.793732,427.495422
491.587646,433.090088
485.333099,438.634857
479.032227,444.127533
472.687195,449.566162
466.300262,454.948944
459.873871,460.2742
453.410461,465.540558
446.912537,470.746613
440.382813,475.891022
433.823822,480.972656
427.238403,485.990448
420.629272,490.943695
413.999268,495.831757
407.351288,500.654297
400.688385,505.41098
394.01355,510.10144
387.329742,514.725586
380.640137,519.283386
373.947754,523.775085
367.255737,528.200989
360.567261,532.561707
353.885559,536.857727
347.213806,541.089722
340.555328,545.25824
333.913147,549.364075
327.290466,553.408264
320.690399,557.391724
314.116119,561.315796
307.57077,565.181396
301.057465,568.989746
294.579163,572.741943
288.138916,576.439209
281.739532,580.082764
275.383789,583.674133
269.074554,587.214417
262.814453,590.705078
256.606232,594.147461
250.452393,597.542603
244.355408,600.891907
238.317673,604.196655
232.341354,607.45813
226.428802,610.677673
220.582169,613.856567
214.803543,616.995789
209.09491,620.096619
203.458099,623.159851
197.894882,626.18689
192.406937,629.17865
186.99585,632.136475
181.663193,635.061096
176.410339,637.953552
171.238617,640.814575
166.149109,643.645081
161.142822,646.445801
156.220734,649.217896
151.383728,651.961914
146.632584,654.678589
141.968018,657.36853
137.390594,660.032288
132.900787,662.670349
128.498886,665.283325
124.18512,667.871582
119.95974,670.435791
115.822876,672.976135
111.774574,675.492981
107.814735,677.986511
103.943153,680.456909
100.159569,682.904358
96.463684,685.329163
92.855156,687.731262
89.333603,690.111023
85.89856,692.468262
82.549492,694.802979
79.285728,697.115112
76.10659,699.404541
73.01136,701.671387
69.999313,703.915466
67.069641,706.136658
64.221497,708.334839
61.453968,710.509827
58.766048,712.661194
56.156738,714.788818
53.625023,716.892456
51.16983,718.971924
48.790138,721.026978
46.484879,723.057129
44.252857,725.06189
42.092888,727.041077
40.003716,728.994141
37.984142,730.920837
36.032978,732.820679
34.149033,734.693359
32.331112,736.538269
30.577963,738.354736
28.888273,740.142334
27.260788,741.900513
25.694202,743.628967
24.187319,745.327087
22.738941,746.994446
21.347883,748.63031
20.012888,750.234131
18.732643,751.805298
17.505836,753.343323
16.331219,754.847656
15.207595,756.317932
14.13377,757.753662
13.108552,759.154114
12.130748,760.518677
11.199106,761.846924
10.312431,763.138245
9.469592,764.392212
8.669453,765.608459
7.910942,766.78656
7.192923,767.925903
6.514263,769.026062
5.873829,770.086365
5.270487,771.106689
4.703103,772.086487
4.170604,773.025513
3.671915,773.923401
3.205903,774.779846
2.771434,775.594543
2.367315,776.366943
1.992413,777.096985
1.645594,777.784363
1.325784,778.429138
1.03197,779.030945
0.763078,779.589661
0.518034,780.105042
0.295764,780.576965
0.095195,781.005493
0,781.390625
0,781.7323
0,782.030762
0,782.285889
0,782.497742
0,782.66626
0,782.791931
0,782.874878
0,782.915405
0,782.913879
0,782.870483
0,782.785461
0,782.65918
0,782.491882
0,782.284363
0,782.036926
0,781.750244
0,781.424561
0,781.060486
0,780.658386
0,780.218994
0,779.742981
0,779.23114
0,778.684082
0,778.102539
0,777.487061
0,776.838196
0,776.156982
0,775.444275
0.022515,774.700928
0.112375,773.927856
0.203484,773.125854
0.295483,772.295715
0.388075,771.438232
0.480961,770.554443
0.573963,769.645508
0.666903,768.712402
0.759601,767.756104
0.851938,766.777527
0.943676,765.777588
1.034635,764.757263
1.124638,763.717651
1.213565,762.659912
1.301357,761.585266
1.387953,760.494629
1.473236,759.389038
1.557085,758.26947
1.639322,757.137024
1.719827,755.992981
1.798602,754.83844
1.875585,753.674438
1.950778,752.502075
2.024121,751.322327
2.095554,750.136292
2.164958,748.944885
2.232273,747.749268
2.297499,746.55072
2.360698,745.350098
2.421867,744.148376
2.481007,742.946472
2.53806,741.745361
2.592964,740.545959
2.645721,739.349182
2.69633,738.15625
2.744851,736.967957
2.791344,735.785217
2.835809,734.608643
2.878246,733.438965
2.918596,732.277039
2.956797,731.12384
2.992912,729.980103
3.026999,728.846436
3.059118,727.723694
3.089269,726.612244
3.117451,725.512695
3.143607,724.42572
3.167735,723.351807
3.189895,722.29187
3.210147,721.246277
3.22855,720.215393
3.245165,719.199768
3.259991,718.199646
3.273028,717.215637
3.284276,716.248108
3.293735,715.297607
3.301525,714.364685
3.307705,713.449463
3.312335,712.552368
3.315474,711.673523
3.317122,710.813354
3.31728,709.972229
3.316006,709.150513
3.313421,708.34845
3.309584,707.566406
3.304554,706.804382
3.298332,706.062805
3.290977,705.341736
3.28249,704.641602
3.272989,703.962646
3.262534,703.304932
3.251245,702.668762
3.239121,702.054199
3.226163,701.461304
3.21237,700.89032
3.197802,700.34137
3.182519,699.814575
3.16658,699.310242
3.150046,698.828186
3.132975,698.368469
3.115368,697.931152
3.097224,697.516296
3.078544,697.124146
3.059388,696.7547
3.039873,696.407959
3.020061,696.083801
3.000011,695.782288
2.979722,695.503296
2.959195,695.246887
2.938489,695.013062
2.917663,694.80188
2.896838,694.613281
2.876132,694.447083
2.855605,694.303223
2.835256,694.181458
2.815087,694.08197
2.795096,694.004517
2.775343,693.949219
2.755949,693.915894
2.736971,693.904175
2.718411,693.914063
2.700268,693.94519
2.682542,693.997498
2.665174,694.070984
2.648222,694.165405
2.631748,694.280579
2.615751,694.416199
2.600231,694.571899
2.585187,694.747559
2.570561,694.942932
2.556352,695.157898
2.54262,695.392151
2.529366,695.645569
2.516647,695.917664
2.504406,696.20813
