forcel,forcer
3.386437,771.642944
3.387009,771.47998
3.386329,771.316223
3.384337,771.152283
3.380975,770.988708
3.376182,770.825928
3.3699,770.664673
3.362007,770.505493
3.352387,770.348877
3.340919,770.195435
3.327543,770.045776
3.3122,769.900452
3.294831,769.759705
3.275376,769.624207
3.253655,769.494202
3.229551,769.370544
3.202943,769.25354
3.173713,769.143677
3.1418,769.041321
3.107146,768.946777
3.06963,768.860474
3.029134,768.782776
2.98548,768.713989
2.938606,768.654541
2.888395,768.604675
2.834786,768.564575
2.777721,768.534424
2.717139,768.514465
2.652861,768.505005
2.584769,768.506165
2.512744,768.518127
2.436784,768.541138
2.356831,768.575195
2.272884,768.6203
2.184886,768.676392
2.092714,768.743713
1.996252,768.822266
1.895439,768.912109
1.790275,769.013306
1.68082,769.125427
1.567073,769.248596
1.449036,769.382629
1.326648,769.527466
1.199849,769.682983
1.06864,769.849243
0.933081,770.026001
0.79329,770.212952
0.649327,770.409729
0.501253,770.616211
0.349125,770.832153
0.193005,771.057495
0.033011,771.291809
0,771.535095
0,771.786804
0,772.04657
0,772.314087
0,772.589111
0,772.871338
0,773.160339
0,773.455811
0,773.757324
0,774.064392
0,774.376648
0,774.693604
0,775.015076
0,775.340576
0,775.669678
0,776.001892
0,776.336548
0,776.673462
0,777.012085
0,777.352112
0,777.69281
0,778.033936
0,778.374817
0,778.714905
0,779.053711
0,779.39093
0,779.726013
0,780.058472
0,780.387634
0,780.713074
0,781.03418
0,781.350403
0,781.661133
0,781.966125
0,782.264771
0,782.556458
0,782.840454
0,783.116272
0,783.383179
0,783.640808
0,783.888489
0,784.125732
0,784.35199
0,784.566406
0,784.768372
0,784.957153
0,785.132385
0,785.293335
0,785.439514
0,785.570007
0,785.684387
0,785.781738
0,785.861389
0,785.922729
0,785.965271
0,785.98822
0.261433,785.990967
1.005314,785.972412
1.806593,785.932129
2.667416,785.869263
3.589929,785.78302
4.576278,785.672791
5.628607,785.537842
6.749123,785.377563
7.940031,785.190918
9.203475,784.977234
10.541602,784.735718
11.956497,784.465576
13.450189,784.16626
15.02476,783.836914
16.682299,783.476624
18.42477,783.084717
20.254084,782.660339
22.172026,782.202698
24.180325,781.71106
26.28059,781.184753
28.474371,780.622986
30.763218,780.024963
33.14856,779.389648
35.631649,778.716553
38.213558,778.0047
40.895237,777.25354
43.677582,776.462158
46.561489,775.630005
49.547672,774.756165
52.636719,773.839844
55.829063,772.880188
59.124863,771.876587
62.524181,770.828186
66.026855,769.734558
69.632622,768.594604
73.341011,767.407837
77.151367,766.173401
81.062798,764.890442
85.074226,763.558228
89.184395,762.175964
93.391869,760.743103
97.695053,759.258789
102.092133,757.72229
106.581215,756.132629
111.16021,754.489319
115.826836,752.791443
120.578728,751.03833
125.413353,749.229248
130.328232,747.363525
135.320709,745.440491
140.388153,743.459351
145.527771,741.419189
150.736588,739.319458
156.011642,737.159485
161.349869,734.938477
166.74823,732.655884
172.203827,730.311035
177.713669,727.903076
183.274765,725.431396
188.884079,722.895264
194.538498,720.294189
200.235031,717.627563
205.970657,714.894714
211.742432,712.095093
217.547516,709.228027
223.382889,706.293091
229.245667,703.289612
235.132813,700.217285
241.041428,697.075623
246.968628,693.864319
252.91153,690.582825
258.86734,687.230835
264.833221,683.807861
270.806335,680.313965
276.783844,676.748718
282.76297,673.112061
288.741058,669.403687
294.715424,665.623657
300.683472,661.77179
306.642609,657.847961
312.590149,653.852234
318.523499,649.784729
324.440155,645.645691
330.337585,641.435181
336.21344,637.153381
342.06543,632.80072
347.890991,628.377319
353.687927,623.883667
359.453766,619.320251
365.18631,614.687561
370.88327,609.986328
376.542542,605.217163
382.161987,600.380676
387.739471,595.477478
393.272888,590.508545
398.760162,585.474915
404.199127,580.377502
409.587982,575.217285
414.924774,569.995422
420.207764,564.712952
425.435211,559.371094
430.605469,553.971069
435.716797,548.514404
440.767639,543.002502
445.756592,537.436829
450.682281,531.818848
455.543518,526.150208
460.339203,520.432556
465.068268,514.667542
469.729706,508.857025
474.322632,503.002899
478.846497,497.107056
483.30069,491.171326
487.684784,485.197662
491.998474,479.18811
496.241425,473.144653
500.413544,467.069519
504.51474,460.964691
508.545166,454.832458
512.505127,448.674927
516.39502,442.494263
520.215271,436.292694
523.966309,430.07251
527.648987,423.835999
531.263794,417.58551
534.811768,411.323273
538.29364,405.051636
541.710693,398.772827
545.063843,392.489166
548.35437,386.202972
551.583374,379.916656
554.752014,373.632507
557.861633,367.352875
560.913696,361.079987
563.909668,354.816223
566.851013,348.563812
569.739197,342.325043
572.575806,336.102264
575.362305,329.897766
578.100159,323.713715
580.791138,317.552307
583.436829,311.41571
586.038757,305.306
588.598572,299.225403
591.11792,293.175995
593.598389,287.159973
596.041443,281.179199
598.448853,275.235718
600.822144,269.331299
603.163025,263.467926
605.4729,257.64743
607.753296,251.871658
610.005615,246.142349
612.231506,240.461243
614.43219,234.82991
616.609436,229.249863
618.764404,223.722672
620.898438,218.249878
623.012939,212.832901
625.109009,207.473221
627.188049,202.172134
629.251282,196.930923
631.299866,191.750793
633.334961,186.632935
635.357666,181.578491
637.368958,176.588562
639.369995,171.664169
641.36145,166.806274
643.344482,162.015747
645.320007,157.293335
647.288879,152.639847
649.25177,148.055984
651.209412,143.54245
653.162476,139.099838
655.111633,134.728729
657.057495,130.42955
659.000549,126.20266
660.941345,122.048462
662.880188,117.967262
664.817322,113.959335
666.753113,110.024933
668.687866,106.164177
670.621643,102.377129
672.554749,98.66378
674.487305,95.024124
676.419128,91.458115
678.35022,87.965691
680.280273,84.546692
682.209351,81.20092
684.137329,77.928047
686.063843,74.72773
687.988708,71.599609
689.911377,68.543335
691.831482,65.558517
693.748535,62.644722
695.662048,59.801437
697.571472,57.028107
699.476563,54.32412
701.376404,51.688885
703.270508,49.121811
705.15802,46.622295
707.038391,44.189709
708.910706,41.823341
710.774353,39.52243
712.628601,37.286194
714.472595,35.11385
716.30542,33.004642
718.126221,30.957817
719.934204,28.972597
721.728271,27.048168
723.507874,25.18367
725.271851,23.378229
727.019531,21.630997
728.749817,19.941149
730.461731,18.307877
732.154297,16.730358
733.82666,15.207724
735.478027,13.739067
737.107361,12.323491
738.713928,10.960127
740.296509,9.648147
741.854492,8.386739
743.386719,7.175065
744.892456,6.012254
746.370972,4.897411
747.821472,3.829657
749.243042,2.808154
750.634888,1.832088
751.996094,0.900625
753.32605,0.012882
754.624023,0
755.889404,0
757.121521,0
758.319763,0
759.483582,0
760.612244,0
761.705383,0
762.762329,0
763.782837,0
764.766541,0
765.712891,0
766.621582,0
767.49231,0
768.324768,0
769.118835,0
769.874329,0
770.591187,0
771.269287,0
771.908508,0
772.508606,0
773.069885,0
773.592224,0
774.075745,0
774.520508,0
774.926697,0
775.294434,0
775.623718,0
775.914978,0
776.168213,0
776.383972,0
776.562561,0
776.704224,0
776.809387,0
776.878174,0
776.911133,0
776.908813,0
776.871704,0
776.800232,0
776.695007,0
776.556519,0
776.385315,0
776.182007,0
775.947449,0
775.682068,0
775.386902,0
775.062317,0
774.70929,0
774.328369,0
773.920532,0
773.486511,0
773.027283,0
772.543518,0
772.036316,0
771.506226,0
770.954529,0
770.381775,0
769.789063,0
769.17749,0
768.547791,0
767.901001,0
767.238037,0
766.559814,0
765.867249,0
765.161438,0
764.443359,0
763.713989,0
762.974365,0
762.225281,0
761.467712,0
760.702637,0
759.93103,0
759.153748,0
758.371887,0
757.586182,0
756.797546,0
756.006775,0
755.214661,0
754.422241,0
753.630066,0
752.83905,0
752.049866,0
751.263123,0
750.479675,0
749.699951,0
748.924805,0
748.154724,0
747.390381,0
746.632263,0
745.880737,0
745.136475,0
744.399841,0
743.671265,0
742.951233,0
742.240173,0
741.538269,0
740.845947,0
740.163513,0
739.491089,0
738.829041,0
738.177734,0
737.537354,0
736.907959,0
736.289795,0
735.683044,0
735.087769,0
734.504211,0
733.932434,0
733.37262,0
732.824646,0
732.288696,0
731.764771,0
731.252991,0
730.753296,0
730.265991,0
729.790955,0
729.328186,0
728.877869,0
728.439819,0
728.01416,0
727.601013,0
727.2005,0
726.812561,0
726.437317,0
726.074768,0
725.724915,0
725.387756,0
725.06366,0
724.752563,0
724.45459,0
724.169678,0
723.897949,0
723.639526,0
723.394409,0
723.162903,0
722.944885,0
722.740662,0
722.550171,0
722.373352,0
722.21051,0
722.061584,0
721.926819,0
721.806213,0
721.699951,0
721.607849,0
721.530212,0
721.466858,0
721.417847,0
721.383484,0
721.363647,0
721.358521,0
721.367981,0
721.392029,0
721.430786,0
721.484192,0
721.552307,0
721.635254,0
721.732849,0
721.845032,0
721.971619,0
722.112793,0
722.268311,0
722.438171,0
722.622375,0
722.82074,0
723.033081,0
723.259338,0
723.499207,0
723.752747,0
724.019653,0
724.299927,0
724.593201,0
724.899292,0
725.21814,0
725.549316,0
725.892761,0
726.248352,0
726.615784,0
726.994812,0
727.385193,0
727.786743,0
728.199036,0
728.621948,0
729.055237,0
729.498779,0
729.952209,0
730.415161,0
730.887268,0
731.36853,0
731.858582,0
732.357056,0
732.86377,0
733.37854,0
733.900818,0
734.430298,0
734.966614,0
735.509644,0
736.058899,0
736.614075,0
737.174988,0
737.741028,0
738.31189,0
738.887207,0
739.466614,0
740.049866,0
740.636475,0
741.226074,0
741.818176,0
742.412292,0
743.008118,0
743.605225,0
744.203125,0
744.801453,0
745.399902,0
745.997742,0
746.594727,0
747.190247,0
747.783936,0
748.375549,0
748.964417,0
749.550232,0
750.132446,0
750.710632,0
751.284241,0
751.853149,0
752.416687,0
752.97467,0
753.526611,0
754.072083,0
754.610657,0
755.141968,0
755.665894,0
756.181885,0
756.689697,0
757.189148,0
757.679688,0
758.161194,0
758.63324,0
759.095764,0
759.548401,0
759.991089,0
760.423584,0
760.845581,0
761.256897,0
761.657349,0
762.046875,0
762.425476,0
762.792847,0
763.149048,0
763.494019,0
763.827454,0
764.149597,0
764.460266,0
764.759827,0
765.047974,0
765.324951,0
765.590698,0
765.845398,0
766.088989,0
766.321777,0
766.543884,0
766.755554,0
766.957031,0
767.148376,0
767.329773,0
767.501587,0
767.664001,0
767.817383,0
767.962036,0
768.098206,0
768.226135,0
768.346069,0
768.458374,0
768.563354,0
768.661621,0
768.753235,0
768.838806,0
768.918335,0
768.992432,0
769.061279,0
769.125427,0
769.185059,0
769.240845,0
769.292908,0
769.341797,0
769.387634,0
769.43103,0
769.472351,0
769.511963,0
769.550293,0
769.587708,0
769.62439,0
769.660828,0
769.697327,0
769.734375,0
769.772156,0
769.811157,0
769.851563,0
769.893677,0
769.937744,0
769.984131,0
770.033142,0
770.085083,0
770.14032,0
770.198792,0
770.260925,0
770.326721,0
770.396423,0
770.470276,0
770.548584,0
770.631348,0
770.718689,0
770.810669,0
770.907349,0
771.008789,0
771.115112,0
771.226501,0
771.342773,0
771.464111,0
771.590271,0
771.721375,0
771.8573,0
771.99823,0
772.144043,0
772.294739,0
772.450195,0
772.610229,0
772.775024,0
772.944336,0
773.118286,0
773.296753,0
773.479736,0
773.667114,0
773.858826,0
774.05481,0
774.255188,0
774.459839,0
774.668701,0
774.881775,0
775.099121,0
775.320435,0
775.545776,0
775.775269,0
776.00885,0
776.246399,0
776.488159,0
776.733826,0
776.983582,0
777.237305,0
777.495056,0
777.756897,0
778.022766,0
778.292847,0
778.566956,0
778.845032,0
779.127197,0
779.413391,0
779.703674,0
779.997986,0
780.296326,0
780.598694,0
780.904968,0
781.215088,0
781.529053,0
781.847046,0
782.168701,0
782.49408,0
782.823059,0
783.155457,0
783.491211,0
783.830322,0
784.172668,0
784.518066,0
784.866577,0
785.217834,0
785.571777,0
785.928223,0
786.287048,0
786.648132,0
787.011353,0
787.376526,0
787.743408,0
788.111816,0
788.481506,0
788.852356,0
789.224243,0
789.596802,0
789.969971,0
790.343506,0
790.717102,0
791.090515,0
791.463501,0
791.835999,0
792.207642,0
792.578247,0
792.94751,0
793.315186,0
793.681091,0
794.044922,0
794.406555,0
794.765747,0
795.122131,0
795.475586,0
795.825684,0
796.172424,0
796.51532,0
796.854309,0
797.189209,0
797.519592,0
797.845337,0
798.166016,0
798.481445,0
798.791443,0
799.095703,0
799.394104,0
799.686157,0
799.971741,0
800.250488,0
800.521973,0
800.786072,0
801.042542,0
801.291016,0
801.531128,0
801.762634,0
801.985107,0
802.198242,0
802.401672,0
802.595154,0
802.778259,0
802.950684,0
803.111938,0
803.261658,0
803.399597,0
803.525269,0
803.638428,0
803.738831,0
803.825867,0
803.899292,0
803.958557,0
804.003235,0
804.033203,0
804.047974,0
804.04718,0
804.030396,0
803.997131,0
803.946777,0
803.87915,0
803.793762,0
803.690186,0
803.568054,0
803.426941,0
803.266296,0
803.085571,0
802.884338,0
802.662292,0
802.418884,0
802.153564,0
801.86615,0
801.555847,0
801.222351,0
800.86499,0
800.483521,0
800.077454,0
799.646301,0
799.189514,0
798.706543,0.986771
798.196777,2.261107
797.659973,3.603237
797.095337,5.014683
796.502563,6.496906
795.880981,8.051348
795.230042,9.679445
794.549072,11.382609
793.837463,13.162157
793.094788,15.019267
792.320313,16.954988
791.513489,18.970278
790.673706,21.066046
789.800232,23.24317
788.892334,25.502455
787.949402,27.844595
786.970703,30.270144
785.955688,32.77951
784.903687,35.373016
783.813904,38.050892
782.685669,40.813286
781.518066,43.660225
780.310486,46.591583
779.062195,49.607071
777.7724,52.706272
776.440552,55.88868
775.065796,59.153702
773.647278,62.500648
772.184143,65.928734
770.675476,69.437012
769.120544,73.024429
767.518433,76.689812
765.868347,80.431976
764.16925,84.249687
762.42041,88.141716
760.620789,92.106789
758.769409,96.143539
756.865479,100.250549
754.908203,104.426331
752.896484,108.669434
750.829468,112.97847
748.706238,117.352112
746.525757,121.789001
744.287292,126.287781
741.989807,130.847046
739.632751,135.465378
737.21521,140.141418
734.736145,144.873932
732.194824,149.661743
729.590576,154.503708
726.922363,159.398621
724.189697,164.345261
721.391846,169.342361
718.528137,174.388687
715.597961,179.483063
712.600586,184.624359
709.535583,189.811386
706.402222,195.042862
703.200134,200.317444
699.928833,205.633667
696.587952,210.990051
693.177124,216.385101
689.695801,221.817261
686.143677,227.284897
682.520447,232.78624
678.825928,238.319473
675.059937,243.882507
671.222229,249.473328
667.312805,255.089783
663.331482,260.729675
659.278076,266.390717
655.152588,272.070526
650.955139,277.766693
646.685913,283.476532
642.34491,289.197571
637.932312,294.927124
633.448364,300.662537
628.893311,306.401001
624.267456,312.139771
619.571106,317.875977
614.804932,323.606628
609.969238,329.328888
605.064697,335.039825
600.091736,340.736572
595.050964,346.416168
